Date,A,ABT,ADBE,ADM,ADP,AES,AFL,AKAM,AOS,MMM
12/2000,0.050331197414250434,-0.13460508340688937,-0.08966870080317887,0.17064459874097646,-0.042015868821681665,0.06855582695926751,0.026700249097919522,-0.32670073708731817,0.027274734809245898,0.19711699457020468
1/2001,-0.00365972282941232,-0.07235012287847521,-0.28638502895193285,-0.0013277294592225185,-0.05607400850259533,0.03991535418004386,-0.2020687093343751,0.321954475234995,-0.0015681868894534233,-0.08527755085855422
2/2001,-0.4593460572431164,0.0973403565172489,-0.45052006600363703,0.008848217187167544,-0.015994780641443024,-0.07252183711305735,0.023380873729376375,-0.5967521199400401,0.10117397596803177,0.026620316547371913
3/2001,-0.15108511428235155,-0.03573274759492899,0.17701204724450584,-0.12882138631062212,-0.07615966024749032,-0.07369629499219851,-0.08421119011599587,-0.6511316270946863,0.050686276402013196,-0.07802817477117532
4/2001,0.2505075023910205,-0.013615408737225316,0.2629122005788114,-0.10399613796240713,-0.0025131045888007815,-0.049266393149660054,0.15101839773767003,0.10355364362041035,-0.01508803840694844,0.14256758498442484
5/2001,-0.14421204792622985,0.1088091864809563,-0.11623552473752624,0.12329367876776386,-0.009015598926032577,-0.046572333101586115,0.0202958908342013,0.08499039285909331,-0.12063910843889501,0.0014047931210262976
6/2001,-0.03149861840207507,-0.07965816916312131,0.16732197436690463,-0.03390118729298823,-0.07634088486830895,-0.053150367287569056,-0.0294141299073413,-0.11802503786993211,0.060449604076565425,-0.03851272168111862
7/2001,-0.12748357840835434,0.11451002802179189,-0.22607335739923276,0.025719974291800188,0.024839926304090557,-0.11691178347158813,-0.06257143846985554,-0.1693343945106916,-0.013749590655381543,-0.019648234700134302
8/2001,-0.0699495681242802,-0.06880415650268602,-0.09975061565021992,0.05073638317117608,0.014401026790611575,-0.13267700291907622,-0.06420891138803356,-0.557166692122107,-0.03612260614498538,-0.060709546300181355
9/2001,-0.42583764414259206,0.05928904777573374,-0.47194333612548445,-0.09042435397747194,-0.13103634295186434,-1.3287836287942536,-0.02670638022151601,-0.5170333645075844,0.05618626186567563,-0.078835436881945
10/2001,0.11893773008800546,0.023334304213549185,0.08778347436644392,0.09234740600300748,0.08553915642336458,0.07055948738552567,-0.0902063346412493,0.07525207937917021,-0.08809617945584115,0.05386715880922123
11/2001,0.20254714769037047,0.03741850088674798,0.1948688664675973,0.10302964316520678,0.0709780614620148,0.17628674981106218,0.11550423196231847,0.6003654596837983,0.12367298459897921,0.09838915392370924
12/2001,0.0466909161923107,0.014220944580105324,-0.03384251924710753,-0.07346625874747592,0.06524442606463232,-0.010861653706942538,-0.11489516215414938,0.03231020999156831,0.09106876923604798,0.03274880989540918
1/2002,0.06254130541248189,0.03818889208153758,0.08189897367260425,-0.02898757795024506,-0.08685726407473335,-0.18784120524881337,0.06158203093955307,-0.25348125703716073,0.24476790714610552,-0.06293272616970717
2/2002,0.028756735673271652,-0.022251388479680473,0.08457654839166481,-0.003033095656121911,-0.026724568951874608,-1.0670768526711933,-0.01575118035865571,-0.43503731914326194,-0.0843482506936193,0.0729644354422756
3/2002,0.12115978464073174,-0.07602928079974199,0.1075428458201671,0.006047708120509884,0.10738473328920163,0.5841029225636073,0.1447939920965209,0.2642552520929939,0.10856774556621122,-0.026326365946322025
4/2002,-0.1444629150039774,0.028308634283450304,-0.007850556788631738,-0.04633266970192977,-0.13020467411583475,-0.1100457632665646,0.01285600033960901,-0.5323906256567267,0.1955943708066191,0.08559800953011583
5/2002,-0.12469726177503168,-0.12154052176470659,-0.09696864463247448,0.09142798583673364,0.020065514947671205,-0.1932700489070732,0.07148940523530461,-0.12924986487776666,-0.040758315570578164,0.0018606768810791102
6/2002,-0.11430732418522417,-0.2440165266509432,-0.24771706426978984,-0.13537354929439255,-0.18219834807826546,-0.198837761714114,-0.005236359311850086,-0.4523221004108482,0.04854201726001061,-0.020541718631618574
7/2002,-0.21502083868974203,0.09750284214185488,-0.16563104684631316,-0.0850256933894856,-0.14813042609808588,-0.9280624416037201,-0.01776421014934531,-0.1948183112068771,-0.07374950498989165,0.021713590089210196
8/2002,-0.3251300077449575,-0.03235253502262042,-0.16768117757508594,0.04394247000713015,0.012208771484453028,0.369806742233648,-0.02278640137923187,-0.10458206284747376,0.054836232611573346,-0.0020959117091137835
9/2002,-0.02933376084696618,0.009660328181969826,-0.05288746927970017,0.027207743447453095,-0.0837493248660977,-0.19422271273907973,0.0027410457737230072,-0.14178810593134739,-0.07244226845971617,-0.13409149831658335
10/2002,0.047008124013637076,0.037971822799240204,0.19470812213243435,0.07761929265428238,0.1839369663284828,-0.3189289666212021,-0.007468418515191818,0.14231647071733075,-0.23036662865688254,0.13102780092030303
11/2002,0.361986902197111,0.046838420479690675,0.23358992902449188,-0.01800688359742024,0.02295476190366272,0.18945833601600146,0.016109634032448944,0.7908233896649042,0.20324513124544472,0.02889576659330551
12/2002,-0.07764131625632902,-0.09029790374115393,-0.17456308425902994,-0.07232068858925693,-0.09923502603253906,0.3538406555594859,-0.023947051742507042,-0.17458453548974326,0.013417920030269034,-0.05175907340999401
1/2003,-0.08599960731465665,-0.0422149130871625,0.06375042441755811,-0.028631980837165096,-0.12407607952151178,0.13889795257938675,0.07266036875151499,-0.2629424450339862,-0.03288871357026987,0.010086958673734953
2/2003,-0.24529164909162926,-0.0749727247299585,0.04428194152485494,-0.10536071894535923,-0.07143842659062742,-0.048841285468215645,-0.03713334212836167,0.15483492559390524,-0.00896640410099912,0.013029060522792416
3/2003,-0.0037953783352823317,0.05436272434934459,0.1146960200338509,-0.009216556439525417,-0.05008769253810846,0.08650900384624041,0.02527815027984576,-0.08167803598753795,0.038802753371619106,0.03649618978751309
4/2003,0.19741608610685235,0.08336377314774404,0.11334017505909037,0.025595370711627694,0.08822901373318894,0.5069508472464599,0.020383266039142676,0.5401778909777082,0.11145775164470138,-0.031165928192833328
5/2003,0.12373017319091302,0.09210546504586135,0.022620922365373445,0.08278672493684872,0.03706858532267254,0.27596630244514825,0.008202376984376225,0.4136955991692641,0.06365845994301889,0.00870973737445942
6/2003,0.07540734480819106,-0.017892053792463156,-0.09612285602927195,0.07249563656321308,-0.02680077201824534,-0.22093615842518452,-0.06788647449495674,0.2669774195320418,-0.12129053568319068,0.01965175632204353
7/2003,0.10091326063624483,-0.09843938981386481,0.019445195692532693,0.01981837049099166,0.08671349895586654,-0.009062131807667887,0.0404180470316696,-0.04079880852246555,0.16799210463361952,0.07962148000683268
8/2003,0.11260518310387962,0.026400043608257474,0.170900868353208,0.058485230002597983,0.07354963451338564,0.029759293588014952,0.000367358263255197,-0.09618394387463702,0.07188228916369047,0.020640791897767203
9/2003,-0.09526905373644888,0.05432834316507747,0.014632152662607303,-0.05635332044912766,-0.10422111081090792,0.13545856932776124,0.009018831278132248,0.030771686454467612,-0.24817562663514467,-0.030863675440578713
10/2003,0.10923738061600025,0.006817673484660102,0.09605943297265242,0.08251652245836533,0.046908812303382744,0.1505376709943939,0.11111441643680174,0.557482478149385,0.11595700863112958,0.12114337592834391
11/2003,0.1397980046263367,0.040231814632910985,-0.06368009159980396,1.6104408540148868e-05,0.014257972860572472,0.015055020842978542,-0.01303998794047114,0.584012107675138,0.11561293957824278,0.007113258045316559
12/2003,0.03186541195690878,0.05047239999919384,-0.05297140115985716,0.060184272617021015,0.03731755086220921,0.05945007247633562,0.005556350568233654,-0.20944550691634567,-0.002448100482639941,0.06973013555284258
1/2004,0.2431688188172192,-0.07666403918343367,-0.020826417008193224,0.0299246417999354,0.08010209519015074,0.03500338748500256,0.02012136008662293,0.19452320728239128,-0.11683515526626172,-0.07603934761350244
2/2004,-0.08310925113344368,-0.007206833069026151,-0.030723830606508774,0.10860396676234235,-0.007783856872878502,-0.08225740592806138,0.10907419457681983,0.16830238243023263,-0.0039029755853586916,-0.010089408198256784
3/2004,-0.07105919663943072,-0.03700622616851526,0.04921045774449638,-0.017688075360625707,-0.00676068559494066,-0.05503806828272212,-0.010628593710816621,-0.12573368195895895,-0.06540774009935023,0.0439784384165393
4/2004,-0.15789908015335807,0.0749667125206618,0.05446885615258722,0.04008686443267295,0.042192569592726256,0.016279526413848614,0.05075769778158049,-0.1041773968411776,0.03710127250285705,0.05478099157073818
5/2004,-0.05220195058975166,0.0006350108949727712,0.07634859393979318,-0.05247196036421558,0.01475599787958568,0.07815952807244878,-0.03880185318302903,0.2385488425345652,-0.01592309361996741,-0.019016791835433994
6/2004,0.13041381780704253,-0.010979903894484127,0.04134303129512608,0.008979306518248943,-0.05598169306049208,0.061254321345918974,0.005158544799555128,0.18891714125208406,0.07645855527732881,0.06245944024768642
7/2004,-0.20679906937979517,-0.028748729398937786,-0.09750613847686647,-0.08387343403263992,0.0023856368010503216,-0.028603141736624198,-0.029087905970420047,-0.1842175254463383,-0.09602567863492156,-0.08882119564086428
8/2004,-0.14287743458573476,0.05513978544743494,0.08005293717205877,0.03732770271708,-0.051622774360254337,0.04256066220025253,0.013366477330661769,-0.09964837920996207,-0.15481883342718597,0.004377426712836517
9/2004,0.0508786492769888,0.015943385434235475,0.07581932530343988,0.06132421113587401,0.04164639017426959,-0.009960423731491811,-0.022444724782135758,0.04364331748837226,-0.002870640339514492,-0.02944751635522719
10/2004,0.14996966641089782,0.012636860763703999,0.12452074714788615,0.13168975656629783,0.048882586582042975,0.08717841809099058,-0.0887519484095881,-0.01433714917890181,0.09208002846140509,-0.030471271583146976
11/2004,-0.09057258705446787,-0.015841491156349155,0.0777474311496149,0.09392349022069682,0.04814224792727807,0.11594609420362109,0.049909880441365094,-0.06718948675930235,0.12420963371582323,0.03011973518812349
12/2004,0.049170085901769876,0.10113996993149162,0.03395704443881931,0.048713574952101345,-0.021794714922359668,0.10547211093593717,0.05472920455768519,0.005878660988819746,-0.0035002906313943965,0.029289436211038605
1/2005,-0.09049093197168094,-0.03152996316450526,-0.10258907466482083,0.08538309177410765,-0.020802570512543514,0.02878984302267425,-0.008733628018671334,0.005625783117742082,-0.0980378810624074,0.028897076455361683
2/2005,0.09065776094848657,0.02356044453385638,0.09040901490129705,-0.000750737080828128,-0.013298222811686779,0.19361850879619488,-0.0304421888739222,-0.1921038970463083,-0.03436718739612956,1.9142808773003658e-05
3/2005,-0.0744176376847151,0.012987798378932595,0.08049574532375224,0.01882489514750979,0.046649691905221696,-0.020751626227293943,-0.0270253426310678,0.13855934121916558,0.08972222803098348,0.019696324717746905
4/2005,-0.06754610164469765,0.05880804953990597,-0.12175468777389548,-0.31211715157960085,-0.03417044576348948,-0.018485233554751436,0.0870786110899125,-0.0750147108699776,-0.007253111106863224,-0.11383720490217072
5/2005,0.14592403697053577,-0.018891963092459045,0.1078124735822769,0.1027499447989601,0.008253142228879275,-0.0768861118662777,0.024619648824632433,0.17296373014074756,0.09562920256908243,0.00781959944347077
6/2005,-0.040192881481101714,0.015116701551002669,-0.1397272884684208,0.07087672438303413,-0.03734771826963412,0.09103628426552733,0.038939042835541594,-0.06396475799313588,-0.15319972155209396,-0.055770033852775465
7/2005,0.13746755666271537,-0.04647684092004027,0.03713687401221487,0.07394756789210294,0.05933501827004839,-0.021370001530897388,0.04325070971007719,0.15853997478671372,0.017496906538371305,0.03849766005029939
8/2005,0.18574823356559106,-0.029854547883923832,-0.08382423438507891,-0.013512976660003803,-0.034782518819341815,-0.017807874174233254,-0.03656910096937666,-0.08977699773351962,0.037759107319016987,-0.04274849642891755
9/2005,0.018179404659065895,-0.06239881840515387,0.0988675675851438,0.09122274856851928,0.010387147242709486,0.04290374631553625,0.04700351869034389,0.14189585605789495,0.012711937497605054,0.030588538619844154
10/2005,-0.022854482183779518,0.021717758414545606,0.07733319062361516,-0.01182933523479878,0.08075782829762354,-0.03341875089895973,0.05330031992227126,0.08355716287960396,0.13272447391849373,0.03509092896621711
11/2005,0.10798083078134162,-0.13243664776431863,0.011100965276145531,-0.029819549297414455,0.0072600633968087054,-0.007580514298758768,0.0068276280539636205,0.1407142448630546,0.1170277256187223,0.03768927824370685
12/2005,-0.06877211303132105,0.04460152980927494,0.12521721348479461,0.04520723531423641,-0.019738384683463086,0.0037972713190302385,-0.033470757694638885,-0.001504075478127863,-0.03636771791012125,-0.012566053106916794
1/2006,0.01937572343792138,0.10156082461093323,0.07588385311701769,0.2570454889050231,-0.04582192437989382,0.07733942687661839,0.011920377948010265,0.09801412914353097,0.21929492036403134,-0.06641156480878609
2/2006,0.06610441237382308,0.02607300391603087,-0.03332421262160224,0.011274997142524048,0.05519452401744322,0.016737094749929685,-0.01357630596302365,0.21173724577296274,0.07941407689167754,0.019656335325443076
3/2006,0.03848875987982025,-0.036041837815133274,-0.0895125819083612,0.05392974228884323,-0.006441362314319621,-0.012755357300350805,-0.022382490770963992,0.19723922094260887,0.11994555408801286,0.025690249786391887
4/2006,0.02531583325363785,0.014761618385818064,0.12683809424987152,0.0850010686265156,-0.03940742697224883,-0.005846199705724764,0.05749967336748934,0.026562098697787938,-0.11508911480377534,0.13379372478314266
5/2006,-0.09199694781440258,-0.0008941662822822239,-0.29993887298665695,0.13051347782315453,0.029635389674263723,0.07722629302128445,-0.012415249338734408,-0.07054322836496371,-0.07253787432977608,-0.014910683219685573
6/2006,-0.09575032355071612,0.0201294906998168,0.05600402452363968,-0.0066825553392152294,0.0013492336608372504,0.0025904719003931546,-0.009222676031516835,0.13887129393015926,0.050957930852938864,-0.03355720845740314
7/2006,-0.10929862392406105,0.1026418349648407,-0.06601461476245633,0.06700244320404362,-0.03747423764662367,0.07732551652679712,-0.051297656228259325,0.09534381625185921,-0.07821749928854164,-0.1442832159722057
8/2006,0.11223762568984151,0.01760423981294194,0.11790794761678804,-0.05847045377164427,0.06909306757786375,0.061336583186300773,0.021790034497395323,-0.009961001121863143,-0.060546660928210344,0.022616924204959525
9/2006,0.017163556357332587,-0.0030227212236719984,0.15107555994495386,-0.0874511800415995,0.007205890283407509,-0.04288367293704766,0.01595283940749891,0.2553035653794902,-0.017953835302536584,0.0390958331964951
10/2006,0.08139971419795838,-0.014798354806701474,0.019921256437792346,0.015497190091954547,0.041431396620196896,0.07210961327103403,-0.017684428536092395,-0.06171954685611162,-0.10484389158425621,0.05507342909272923
11/2006,-0.05210486909100791,-0.0180523953360487,0.04872791131142974,-0.08967325670991215,-0.024778627877591018,0.060865241867215814,-0.013918702666863157,0.041999243321155955,0.01775958925338824,0.03835979484006047
12/2006,0.09484641720596046,0.045146996383419256,0.024804279766738213,-0.09840172880494452,0.027012007667457198,-0.06152353086424942,0.04333876532688341,0.08755928541651939,0.05068401069558396,-0.04651574846665328
1/2007,-0.0895832356141614,0.09477693734993893,-0.05908547167569931,0.001313171062725988,-0.0331365345545244,-0.061306350251305014,0.0361217283705073,0.058807709149998444,0.026504792826887596,-0.050085206019485455
2/2007,-0.008669027611674908,0.033277521021108855,0.010752803353290435,0.08196838306007193,0.0460458046708156,0.027823379716379736,-0.004341159651670881,-0.09463343285388282,0.008612768741476885,0.0036717708925048695
3/2007,0.05661251775021222,0.020402323607530925,0.05779744365078242,0.06316714663240196,-0.021751146662058404,0.00891252543691063,-0.0036442440612923627,-0.03104030500178755,-0.010679163663235286,0.029810137389857255
4/2007,0.020982149023236585,0.02131555708471182,-0.00353109521736732,0.055715929726205676,0.02469170677889871,0.02268538844381473,0.09139968528492215,-0.13063625504724766,0.0013407617657947358,0.0836754144011677
5/2007,0.10009917928084239,-0.004562743420519139,0.055758983574239994,-0.09175673134903169,0.09993107140760604,0.07269111760028248,0.031613056790818425,0.002810927075285505,0.029357869534704293,0.06338406878946037
6/2007,0.007048870331434672,-0.05096690858499329,-0.09292989414562715,-0.05725943293373292,-0.020261139509002234,-0.08116781116544605,-0.028008866497143306,0.09549523798001686,0.015155900230349281,-0.013391042769972591
7/2007,-0.0075725544166885626,-0.04872679846874669,0.00348084352946886,0.01529497198499128,-0.04321477622071001,-0.10749539745060475,0.01391062826875571,-0.35926289062540995,0.20020285586292502,0.024245309293056516
8/2007,-0.042873622222308824,0.021714857029005413,0.05411231924250313,0.00576794072117215,-0.013474198951089169,-0.07451610018830296,0.024177898623221058,-0.048022360688056674,-0.006606378977563797,0.025979724159148086
9/2007,0.014479489077689941,0.0358220926004769,0.023280326164549347,-0.02052349697326831,0.01030659143660487,0.11192533591515243,0.07474779542392637,-0.12671351211189733,-0.10378453510085225,0.03102118177445003
10/2007,-0.0007433662016873316,0.02235855801518492,0.08462378093718954,0.07163780498832371,0.06945084817574546,0.06037766350883497,0.08754585759865122,0.2834814835803083,-0.14173721553645105,-0.07330974291582244
11/2007,0.026247159595692078,0.05155884610388456,-0.12811814238023603,0.01897019879650865,-0.09518885972482509,0.020342893897716118,0.001249443405711377,-0.029257679219398043,-0.05497393560646551,-0.030664139299879805
12/2007,-0.030698351227613725,-0.025128771738793732,0.014599037303399636,0.2569891145774051,-0.005712801216828602,-0.022341142004726974,-0.00016745981472956103,-0.1000757729864936,-0.010136410048091501,0.013282944547242574
1/2008,-0.0816319050339046,0.0059557555156050995,-0.20155517138747706,-0.05421081543225613,-0.09288773203920406,-0.11375896665008016,-0.024896403640823482,-0.13601168831941193,0.003595010579326291,-0.056976561311810885
2/2008,-0.10595270889980349,-0.050342362825754806,-0.03919961442516236,0.02951408045444535,-0.016428841679333044,-0.0629001439734412,0.026506573462034267,0.15967047477511406,0.042347385379122,-0.010013755347787987
3/2008,-0.027102669014772457,0.030913098533807276,0.05885418249182065,-0.09598585314213881,0.06988657852631126,-0.07943179154486071,0.04188694277904762,-0.23310686973621994,-0.10797418626416057,0.009996900736265165
4/2008,0.012082901527699384,-0.03607457532673221,0.04453958243585234,0.06499061755275033,0.0399110177478372,0.03871488797576655,0.024949307537251907,0.22833399291542075,-0.052181788495981526,-0.027527594238715907
5/2008,0.21323022594386165,0.06601796044254359,0.16682715380057328,-0.10119269068295207,-0.026361869033806506,0.11521912252573169,0.010439286681145046,0.08773329067984766,0.15562716504591934,0.015015918458817936
6/2008,-0.05074461159622928,-0.061856642545215994,-0.11204041105512817,-0.16237075608914267,-0.02033001957701506,-0.013957136164270228,-0.06667560274877167,-0.11551284126852338,-0.09633454267817107,-0.10843120022278373
7/2008,0.013865184750601474,0.06488670823011158,0.046353131122227574,-0.15704719780997375,0.018276907191367184,-0.16621527300865113,-0.1160649008308647,-0.38101768289802596,0.18626263868121198,0.010910753617482083
8/2008,-0.03671696838263305,0.0191620094082815,0.03516644981080972,-0.11222910357583714,0.038355660358732474,-0.056065325111460444,0.023759383387042712,-0.01903173949389561,0.03635857613422708,0.024080516939909744
9/2008,-0.15866795387817828,0.00260818177328703,-0.08169791377684307,-0.15016515849558132,-0.0309354604483824,-0.2665016625382568,0.03551696129497317,-0.2723704447987245,-0.04928813295168357,-0.047039153535809355
10/2008,-0.26492652509604087,-0.03280448241649667,-0.3589421328113728,-0.05054773971159358,-0.18393319934891444,-0.3497405376306654,-0.2581703116869099,-0.17615173329980097,-0.19198773706783923,-0.055235743490803055
11/2008,-0.18147314496404598,-0.05674479579123862,-0.1547226689231147,0.313138815938415,0.1780750307216233,-0.039528353640353904,0.055673080375337206,-0.17538433413885346,0.040920914535544216,0.05323208906811157
12/2008,-0.17779311243912044,0.01769078232199136,-0.08036234583518628,0.04925774319477039,-0.03276118099974847,0.0659394304100944,-0.009530460376510562,0.19747157836754775,-0.09882293091584968,-0.14429564238228154
1/2009,0.15289487787704184,0.047532859302372055,-0.1024951757809424,-0.05418351751424763,-0.08357813623589096,-0.04291618271406398,-0.714602337550108,-0.11846647193449018,-0.0684222001273765,-0.0707624423643601
2/2009,-0.29298090228016205,-0.17457145926096887,-0.1605000198520541,-0.02402223962933556,-0.06839484947833407,-0.25153339750152653,-0.34576209259467505,0.32511562961319856,-0.08135198760367439,-0.17401429472234675
3/2009,0.0980214729246784,0.007231434881958191,0.2362640599316204,0.03928153214349188,0.036966723548816235,-0.07728916655194369,0.13765882909329732,0.06673584135631642,-0.013176658600849139,0.08550274076916363
4/2009,0.17229526050999178,-0.12171319418812607,0.24579304825581572,-0.1207568769248534,0.0011376403223227784,0.19628017549057045,0.40028635162280796,0.12667810567718002,0.21719982034666882,0.14711521877650588
5/2009,-0.0017262070797058335,0.07759809884858244,0.031390773208573496,0.12283410539062474,0.0806429981476752,0.3630103643809162,0.2255268476707497,0.01185381722844203,-0.037822950575708475,-3.840842987285981e-05
6/2009,0.10313380876999634,0.041048403629592306,0.004056112190597669,-0.02637543406320032,-0.05856576434751452,0.14345079442202222,-0.1266168617251701,-0.14258276116446356,0.07877642598933259,0.048877892672467324
7/2009,0.1278138197371777,-0.034086707804034375,0.12973578749551457,0.11254835721015609,0.04754683164108166,0.09239746181729994,0.1880539859529057,-0.14714381492345965,0.17770106785527048,0.15261902366212873
8/2009,0.10069856771450894,0.005319766316065828,-0.031330824572686725,-0.03858384549515625,0.029102394561913703,0.0665399791196375,0.07704449934378889,0.07045159386492585,-0.025685829885015048,0.029433876752973764
9/2009,0.08040193820354022,0.08960607054180983,0.050274341106769926,0.013436821175246198,0.033022795057303905,0.08077385778563914,0.05087471206121156,0.10943389115279092,0.0013134386403372954,0.023304479185526368
10/2009,-0.11234328253059817,0.02865949069033347,-0.0028935072443732664,0.02895717165606046,0.012067754220250939,-0.11994617887325856,-0.028333672869054326,0.10637411230788613,0.04208684223634603,-0.0029792124343363917
11/2009,0.16391782452125636,0.07839160136038173,0.06609071347379578,0.02839621751619996,0.09213098081833447,-0.02685151083316656,0.11563980152504391,0.0913619458391115,0.05898521740561918,0.06064886486101158
12/2009,0.06844947617159577,-0.008799354599948002,0.04517192236422763,0.015366635545220806,-0.0063676130420041634,0.04177961494092283,0.004551829810227061,0.05186078917727461,0.03289975686353817,0.06238267814743176
1/2010,-0.11380574398784458,-0.01366463999467164,-0.14355929299746906,-0.04834501269194619,-0.05368144655974488,-0.05796107410839759,0.0509058370143072,-0.028273633381125204,-0.01573214458975956,-0.029536535241574572
2/2010,0.12759310133126783,0.027628137923783696,0.07762325391353475,-0.01714487557550133,0.021999201683698816,-0.08548235091362762,0.02962530610569294,0.06937254466849294,0.06844042568888636,0.002555657207925698
3/2010,0.08130559093550657,-0.02731833877310889,0.018777837837862008,-0.014418532885512097,0.06783051994795801,-0.055548108388972006,0.08525809059859389,0.1624082707261838,0.13589636559394563,0.03815105367593886
4/2010,0.0529494813338092,-0.02088867605010527,-0.05133795146295562,-0.03378214301975601,-0.0250469012851079,0.047924114294833814,-0.063299043833774,0.21174855564357356,-0.014324761018548206,0.05923687575105148
5/2010,-0.11948243436207025,-0.0766142342582411,-0.04860784055401923,-0.09965095664517917,-0.06208372910035483,-0.12242210259870918,-0.14063414880433228,0.023794762960954684,-0.10717692305706128,-0.11055344241867925
6/2010,-0.12359211386378781,-0.01578443130426171,-0.18492704991725184,0.020552807058895017,-0.006654524107386551,-0.10088127958909646,-0.03578464863934368,0.020211545250725747,0.03161662430557764,-0.0038590896831822816
7/2010,-0.01774363821041176,0.05723917707848506,0.08309398010898782,0.057932694578385305,0.02477749548808713,0.10957252144152602,0.14219402082355873,-0.05601360376976984,0.13018486136502896,0.07966285977668427
8/2010,-0.03338617785212807,0.005043478641453951,-0.0345175850111779,0.11813760850735351,-0.06359614499709101,-0.0065030185266541154,-0.03279566800712007,0.1748218561064818,-0.05997655637584084,-0.07539564502527964
9/2010,0.2129316637486513,0.057113371648712725,-0.05758326481305329,0.03539344702847221,0.09347750430533003,0.10291630190365718,0.09019794076632513,0.08545457469624887,0.119879482213745,0.09883368067630605
10/2010,0.04196026243507027,-0.009511274060206663,0.07369816511119794,0.042925096007478736,0.0568813925225547,0.050676051246525564,0.07773462785665775,0.029260759841712752,-0.028946088651570244,-0.0291369120617325
11/2010,0.006301828365364522,-0.09841319393773859,-0.012511347781651054,-0.13422625011944955,0.0017959895464043502,-0.09942216684481418,-0.0762988374253299,0.010013572480412543,0.05359759937938295,0.0033983159462169033
12/2010,0.1604458402414637,0.02830902679209902,0.09720055939953384,0.035231972419506,0.0433550423994042,0.11389927332789898,0.08726361301679672,-0.09896730091131431,-0.03277005258524109,0.02601206019365462
1/2011,0.010088904718104684,-0.052366454568274566,0.07471421211910909,0.08672658589770564,0.03612570878812886,0.018796574274796054,0.02118306399693299,0.02796643236969872,0.12634424186718352,0.019527832060489077
2/2011,0.006585902801756149,0.06970947268548558,0.04745754722654805,0.14776155126896834,0.04742399990640303,-0.0026773608617211312,0.03016643280252518,-0.279305489499439,-0.0640409658341182,0.05952317531405474
3/2011,0.05678146544194268,0.01785755617771938,-0.03617021590467271,-0.029193886014548535,0.03009724323377949,0.04535597853498253,-0.09954832750386643,0.011363354835473745,0.08496517437611395,0.0124862634701063
4/2011,0.11388289793324763,0.07205410558912692,0.012277140762379688,0.02904432644159289,0.06063015243454514,0.01920747639091792,0.06573647560350686,-0.10359076718790892,-0.005385665997202703,0.040858063619203924
5/2011,-0.000801706350879847,0.004027286514595397,0.03168354858065006,-0.12798011927768277,0.013702704564358643,-0.021374783885074713,-0.15635332945643138,-0.014334066870328553,-0.058538210099483845,-0.0236668589811605
6/2011,0.023443936710288344,0.006735873381268719,-0.09194313722304552,-0.06899638502362265,-0.036538892634127434,-0.01634267398020264,-0.02243258350670335,-0.07212500599165758,0.01891632166168563,0.004741104456677302
7/2011,-0.20213366711846623,-0.016766295319515487,-0.13293596564846866,0.007979400910474872,-0.023990136138440813,-0.03605147577571371,-0.014039379497089666,-0.27494877845680393,-0.016917097052770898,-0.08901922610807024
